,fname,labels,mids
2966,393763,"['Engine', 'Bus']","/m/02mk9,/m/01bjv"
2967,393764,"['Engine', 'Car']","/m/02mk9,/m/0k4j"
2968,193059,['Light_engine_(high_frequency)'],/t/dd00065
2969,350758,['Lawn_mower'],/m/01yg9g
2970,35384,"['Engine', 'Chirp_and_tweet', 'Fixed-wing_aircraft_and_airplane']","/m/02mk9,/m/07pggtn,/m/0cmf2"
2971,426561,['Lawn_mower'],/m/01yg9g
2972,215636,"['Blender', 'Light_engine_(high_frequency)']","/m/02pjr4,/t/dd00065"
2973,275042,"['Engine', 'Fixed-wing_aircraft_and_airplane']","/m/02mk9,/m/0cmf2"
2974,424592,"['Engine', 'Wind_noise_(microphone)', 'Fixed-wing_aircraft_and_airplane']","/m/02mk9,/t/dd00092,/m/0cmf2"
2975,119443,"['Electric_shaver_and_electric_razor', 'Light_engine_(high_frequency)', 'Buzz']","/m/02g901,/t/dd00065,/m/07pjwq1"
2976,119445,"['Electric_shaver_and_electric_razor', 'Light_engine_(high_frequency)', 'Buzz']","/m/02g901,/t/dd00065,/m/07pjwq1"
2977,418458,"['Electric_shaver_and_electric_razor', 'Light_engine_(high_frequency)', 'Buzz']","/m/02g901,/t/dd00065,/m/07pjwq1"
2978,424619,"['Engine', 'Chirp_and_tweet', 'Motorcycle']","/m/02mk9,/m/07pggtn,/m/04_sv"
2979,326347,"['Biting', 'Chewing_and_mastication', 'Light_engine_(high_frequency)']","/m/07pdhp0,/m/03cczk,/t/dd00065"
2980,420560,"['Engine', 'Aircraft']","/m/02mk9,/m/0k5j"
2981,197350,"['Engine', 'Mechanisms']","/m/02mk9,/t/dd00077"
2984,236290,['Lawn_mower'],/m/01yg9g
2985,244503,"['Engine', 'Motorcycle']","/m/02mk9,/m/04_sv"
2986,84764,['Lawn_mower'],/m/01yg9g
2987,117548,"['Engine', 'Croak', 'Fixed-wing_aircraft_and_airplane', 'Boat_and_Water_vehicle']","/m/02mk9,/m/07st88b,/m/0cmf2,/m/019jd"
2988,19275,"['Engine', 'Car_passing_by']","/m/02mk9,/t/dd00134"
2989,154462,"['Electric_shaver_and_electric_razor', 'Light_engine_(high_frequency)', 'Buzz']","/m/02g901,/t/dd00065,/m/07pjwq1"
2990,424821,"['Engine', 'Church_bell']","/m/02mk9,/m/03w41f"
2991,29579,"['Engine', 'Car_passing_by', 'Motorcycle', 'Traffic_noise_and_roadway_noise']","/m/02mk9,/t/dd00134,/m/04_sv,/m/0btp2"
2992,31632,"['Blender', 'Light_engine_(high_frequency)']","/m/02pjr4,/t/dd00065"
2993,31633,"['Blender', 'Light_engine_(high_frequency)']","/m/02pjr4,/t/dd00065"
2994,265108,['Light_engine_(high_frequency)'],/t/dd00065
2995,261013,"['Engine', 'Car_passing_by']","/m/02mk9,/t/dd00134"
2997,191393,"['Engine', 'Bus']","/m/02mk9,/m/01bjv"
2998,17314,"['Engine', 'Motorcycle', 'Traffic_noise_and_roadway_noise']","/m/02mk9,/m/04_sv,/m/0btp2"
2999,386006,"['Engine', 'Fixed-wing_aircraft_and_airplane']","/m/02mk9,/m/0cmf2"
3000,420826,"['Engine', 'Car_passing_by', 'Traffic_noise_and_roadway_noise']","/m/02mk9,/t/dd00134,/m/0btp2"
3001,156635,"['Engine', 'Race_car_and_auto_racing']","/m/02mk9,/m/0ltv"
3002,23519,"['Engine', 'Wind_noise_(microphone)', 'Fixed-wing_aircraft_and_airplane']","/m/02mk9,/t/dd00092,/m/0cmf2"
3003,1001,"['Light_engine_(high_frequency)', 'Sink_(filling_or_washing)', 'Water_tap_and_faucet']","/t/dd00065,/m/0130jx,/m/02jz0l"
3005,54271,"['Engine', 'Car', 'Motorcycle']","/m/02mk9,/m/0k4j,/m/04_sv"
3006,62463,"['Engine', 'Cricket', 'Motorcycle']","/m/02mk9,/m/09xqv,/m/04_sv"
3007,365578,"['Chainsaw', 'Sawing']","/m/01j4z9,/m/01b82r"
3010,119827,"['Engine', 'Car']","/m/02mk9,/m/0k4j"
3012,1045,"['Engine', 'Motorcycle']","/m/02mk9,/m/04_sv"
3013,1046,"['Engine', 'Motorcycle']","/m/02mk9,/m/04_sv"
3014,1043,"['Engine', 'Chirp_and_tweet', 'Motorcycle']","/m/02mk9,/m/07pggtn,/m/04_sv"
3016,31776,"['Engine', 'Boat_and_Water_vehicle', 'Gurgling']","/m/02mk9,/m/019jd,/m/07swgks"
3017,175140,"['Engine', 'Car']","/m/02mk9,/m/0k4j"
3018,37929,"['Engine', 'Truck']","/m/02mk9,/m/07r04"
3019,390188,"['Engine', 'Mechanisms', 'Hiss']","/m/02mk9,/t/dd00077,/m/07rjwbb"
3020,408623,"['Engine', 'Motorcycle']","/m/02mk9,/m/04_sv"
3021,328752,"['Engine', 'Mechanisms']","/m/02mk9,/t/dd00077"
3022,408627,"['Engine', 'Car']","/m/02mk9,/m/0k4j"
3023,392258,"['Engine', 'Bus']","/m/02mk9,/m/01bjv"
3024,345155,"['Engine', 'Cough', 'Bus']","/m/02mk9,/m/01b_21,/m/01bjv"
3025,392259,"['Engine', 'Bus']","/m/02mk9,/m/01bjv"
3026,398416,"['Engine', 'Boat_and_Water_vehicle']","/m/02mk9,/m/019jd"
3027,60498,"['Electric_shaver_and_electric_razor', 'Light_engine_(high_frequency)', 'Buzz']","/m/02g901,/t/dd00065,/m/07pjwq1"
3028,347226,['Lawn_mower'],/m/01yg9g
3029,347227,['Lawn_mower'],/m/01yg9g
3030,390240,"['Electric_shaver_and_electric_razor', 'Light_engine_(high_frequency)', 'Buzz']","/m/02g901,/t/dd00065,/m/07pjwq1"
3031,431206,"['Engine', 'Fixed-wing_aircraft_and_airplane']","/m/02mk9,/m/0cmf2"
3032,124020,"['Engine', 'Traffic_noise_and_roadway_noise']","/m/02mk9,/m/0btp2"
3033,128124,"['Engine', 'Chirp_and_tweet', 'Car_passing_by']","/m/02mk9,/m/07pggtn,/t/dd00134"
3034,392324,"['Engine', 'Fixed-wing_aircraft_and_airplane']","/m/02mk9,/m/0cmf2"
3035,412820,"['Tick', 'Light_engine_(high_frequency)', 'Sewing_machine']","/m/07qjznt,/t/dd00065,/m/0llzx"
3036,169127,"['Chainsaw', 'Sawing']","/m/01j4z9,/m/01b82r"
3037,23720,['Light_engine_(high_frequency)'],/t/dd00065
3038,396463,"['Chainsaw', 'Idling']","/m/01j4z9,/m/07pb8fc"
3039,396464,"['Chainsaw', 'Sawing']","/m/01j4z9,/m/01b82r"
3040,58549,"['Engine', 'Chirp_and_tweet', 'Car_passing_by', 'Tire_squeal', 'Traffic_noise_and_roadway_noise']","/m/02mk9,/m/07pggtn,/t/dd00134,/m/0h9mv,/m/0btp2"
3041,60609,"['Lawn_mower', 'Idling', 'Engine_starting']","/m/01yg9g,/m/07pb8fc,/t/dd00130"
3042,396489,"['Engine', 'Car', 'Traffic_noise_and_roadway_noise']","/m/02mk9,/m/0k4j,/m/0btp2"
3045,154833,"['Engine', 'Boat_and_Water_vehicle']","/m/02mk9,/m/019jd"
3046,187604,"['Electric_shaver_and_electric_razor', 'Light_engine_(high_frequency)', 'Buzz']","/m/02g901,/t/dd00065,/m/07pjwq1"
3047,56535,"['Light_engine_(high_frequency)', 'Sewing_machine']","/t/dd00065,/m/0llzx"
3048,185576,"['Chainsaw', 'Engine_starting']","/m/01j4z9,/t/dd00130"
3049,185578,"['Chainsaw', 'Idling', 'Engine_starting', 'Accelerating_and_revving_and_vroom']","/m/01j4z9,/m/07pb8fc,/t/dd00130,/m/07q2z82"
3050,185580,"['Chainsaw', 'Engine_starting']","/m/01j4z9,/t/dd00130"
3051,232686,"['Engine', 'Traffic_noise_and_roadway_noise']","/m/02mk9,/m/0btp2"
3052,56563,"['Blender', 'Light_engine_(high_frequency)']","/m/02pjr4,/t/dd00065"
3053,388349,"['Engine', 'Mechanical_fan']","/m/02mk9,/m/02x984l"
3054,58630,"['Electric_shaver_and_electric_razor', 'Light_engine_(high_frequency)']","/m/02g901,/t/dd00065"
3056,58631,"['Electric_shaver_and_electric_razor', 'Light_engine_(high_frequency)', 'Buzz']","/m/02g901,/t/dd00065,/m/07pjwq1"
3057,423210,['Light_engine_(high_frequency)'],/t/dd00065
3058,326965,"['Engine', 'Helicopter']","/m/02mk9,/m/09ct_"
3059,81210,"['Light_engine_(high_frequency)', 'Printer']","/t/dd00065,/m/01m4t"
3061,120145,"['Engine', 'Motorcycle']","/m/02mk9,/m/04_sv"
3062,232788,"['Light_engine_(high_frequency)', 'Printer']","/t/dd00065,/m/01m4t"
3063,429397,"['Engine', 'Car_passing_by']","/m/02mk9,/t/dd00134"
3064,410977,"['Electric_shaver_and_electric_razor', 'Light_engine_(high_frequency)', 'Buzz']","/m/02g901,/t/dd00065,/m/07pjwq1"
3065,423267,['Light_engine_(high_frequency)'],/t/dd00065
3066,324990,"['Engine', 'Mechanisms']","/m/02mk9,/t/dd00077"
3067,148862,"['Engine', 'Motorcycle']","/m/02mk9,/m/04_sv"
3068,367999,"['Electric_shaver_and_electric_razor', 'Light_engine_(high_frequency)', 'Buzz']","/m/02g901,/t/dd00065,/m/07pjwq1"
3069,69007,"['Engine', 'Truck', 'Traffic_noise_and_roadway_noise']","/m/02mk9,/m/07r04,/m/0btp2"
3070,378258,"['Engine', 'Car_passing_by', 'Traffic_noise_and_roadway_noise']","/m/02mk9,/t/dd00134,/m/0btp2"
3071,327062,"['Engine', 'Fixed-wing_aircraft_and_airplane']","/m/02mk9,/m/0cmf2"
3072,148928,"['Engine', 'Meow', 'Car']","/m/02mk9,/m/07qrkrw,/m/0k4j"
3073,417229,"['Electric_shaver_and_electric_razor', 'Light_engine_(high_frequency)', 'Buzz']","/m/02g901,/t/dd00065,/m/07pjwq1"
3075,417230,"['Electric_shaver_and_electric_razor', 'Light_engine_(high_frequency)', 'Buzz']","/m/02g901,/t/dd00065,/m/07pjwq1"
3076,185823,"['Blender', 'Light_engine_(high_frequency)', 'Gears']","/m/02pjr4,/t/dd00065,/m/0l7xg"
3077,50667,"['Chainsaw', 'Sawing']","/m/01j4z9,/m/01b82r"
3078,232963,"['Engine', 'Bicycle_bell']","/m/02mk9,/m/0gy1t2s"
3079,17926,"['Engine', 'Car_passing_by']","/m/02mk9,/t/dd00134"
3081,144941,"['Engine', 'Motorcycle']","/m/02mk9,/m/04_sv"
3083,341556,"['Engine', 'Chirp_and_tweet', 'Tire_squeal', 'Traffic_noise_and_roadway_noise']","/m/02mk9,/m/07pggtn,/m/0h9mv,/m/0btp2"
3085,415299,"['Light_engine_(high_frequency)', 'Sewing_machine']","/t/dd00065,/m/0llzx"
3086,323177,"['Light_engine_(high_frequency)', 'Sewing_machine']","/t/dd00065,/m/0llzx"
3087,349834,"['Light_engine_(high_frequency)', 'Printer']","/t/dd00065,/m/01m4t"
3088,181900,"['Engine', 'Bus']","/m/02mk9,/m/01bjv"
3089,81554,"['Engine', 'Train']","/m/02mk9,/m/07jdr"
3090,81555,"['Engine', 'Train']","/m/02mk9,/m/07jdr"
3091,153239,"['Light_engine_(high_frequency)', 'Printer']","/t/dd00065,/m/01m4t"
3094,188089,"['Engine', 'Chirp_and_tweet', 'Motorcycle']","/m/02mk9,/m/07pggtn,/m/04_sv"
3097,157400,"['Engine', 'Aircraft']","/m/02mk9,/m/0k5j"
3098,44774,"['Engine', 'Car_passing_by', 'Traffic_noise_and_roadway_noise']","/m/02mk9,/t/dd00134,/m/0btp2"
3100,67323,"['Light_engine_(high_frequency)', 'Sewing_machine']","/t/dd00065,/m/0llzx"
3101,98053,"['Blender', 'Trickle_and_dribble', 'Light_engine_(high_frequency)']","/m/02pjr4,/m/07pqc89,/t/dd00065"
3103,38684,"['Engine', 'Car_passing_by']","/m/02mk9,/t/dd00134"
3104,38687,"['Engine', 'Car_passing_by']","/m/02mk9,/t/dd00134"
3105,38688,"['Engine', 'Car_passing_by']","/m/02mk9,/t/dd00134"
3106,38689,"['Engine', 'Car_passing_by']","/m/02mk9,/t/dd00134"
3107,38690,"['Engine', 'Car_passing_by', 'Traffic_noise_and_roadway_noise']","/m/02mk9,/t/dd00134,/m/0btp2"
3108,118566,"['Engine', 'Chirp_and_tweet', 'Motorcycle']","/m/02mk9,/m/07pggtn,/m/04_sv"
3109,347960,"['Engine', 'Bus']","/m/02mk9,/m/01bjv"
3110,253760,"['Engine', 'Car_passing_by', 'Traffic_noise_and_roadway_noise']","/m/02mk9,/t/dd00134,/m/0btp2"
3111,378704,['Light_engine_(high_frequency)'],/t/dd00065
3112,104277,"['Engine', 'Sliding_door', 'Bus']","/m/02mk9,/m/02y_763,/m/01bjv"
3113,235365,"['Engine', 'Fixed-wing_aircraft_and_airplane']","/m/02mk9,/m/0cmf2"
3114,397164,"['Engine', 'Chirp_and_tweet', 'Aircraft']","/m/02mk9,/m/07pggtn,/m/0k5j"
3115,397165,"['Engine', 'Aircraft']","/m/02mk9,/m/0k5j"
3116,413550,"['Chainsaw', 'Sawing']","/m/01j4z9,/m/01b82r"
3117,26481,"['Lawn_mower', 'Engine_starting']","/m/01yg9g,/t/dd00130"
3118,327538,"['Engine', 'Fixed-wing_aircraft_and_airplane']","/m/02mk9,/m/0cmf2"
3119,268146,"['Mechanical_fan', 'Light_engine_(high_frequency)']","/m/02x984l,/t/dd00065"
3122,155513,"['Electric_shaver_and_electric_razor', 'Light_engine_(high_frequency)', 'Buzz']","/m/02g901,/t/dd00065,/m/07pjwq1"
3123,327548,"['Engine', 'Fixed-wing_aircraft_and_airplane']","/m/02mk9,/m/0cmf2"
3124,208765,"['Engine', 'Truck', 'Hiss']","/m/02mk9,/m/07r04,/m/07rjwbb"
3126,1926,"['Engine', 'Car_passing_by', 'Race_car_and_auto_racing']","/m/02mk9,/t/dd00134,/m/0ltv"
3127,1927,"['Engine', 'Car_passing_by', 'Race_car_and_auto_racing']","/m/02mk9,/t/dd00134,/m/0ltv"
3128,1928,"['Engine', 'Car_passing_by', 'Race_car_and_auto_racing']","/m/02mk9,/t/dd00134,/m/0ltv"
3129,1929,"['Engine', 'Car_passing_by', 'Race_car_and_auto_racing']","/m/02mk9,/t/dd00134,/m/0ltv"
3130,1930,"['Engine', 'Car_passing_by', 'Race_car_and_auto_racing']","/m/02mk9,/t/dd00134,/m/0ltv"
3131,380811,"['Engine', 'Motorcycle']","/m/02mk9,/m/04_sv"
3132,161688,"['Engine', 'Fireworks']","/m/02mk9,/m/0g6b5"
3133,319393,"['Engine', 'Race_car_and_auto_racing']","/m/02mk9,/m/0ltv"
3134,161700,"['Light_engine_(high_frequency)', 'Waves_and_surf']","/t/dd00065,/m/034srq"
3136,122807,"['Engine', 'Fixed-wing_aircraft_and_airplane']","/m/02mk9,/m/0cmf2"
3137,393144,"['Blender', 'Light_engine_(high_frequency)']","/m/02pjr4,/t/dd00065"
3138,22459,"['Engine', 'Motorcycle']","/m/02mk9,/m/04_sv"
3139,22460,"['Engine', 'Motorcycle']","/m/02mk9,/m/04_sv"
3140,270271,"['Engine', 'Fixed-wing_aircraft_and_airplane']","/m/02mk9,/m/0cmf2"
3141,153538,"['Engine', 'Bus']","/m/02mk9,/m/01bjv"
3142,122822,"['Splash_and_splatter', 'Light_engine_(high_frequency)']","/m/07rrlb6,/t/dd00065"
3143,243654,"['Walk_and_footsteps', 'Light_engine_(high_frequency)', 'Run', 'Chink_and_clink']","/m/07pbtc8,/t/dd00065,/m/06h7j,/m/07q7njn"
3145,198611,"['Light_engine_(high_frequency)', 'Motorcycle', 'Accelerating_and_revving_and_vroom']","/t/dd00065,/m/04_sv,/m/07q2z82"
3146,407517,['Engine'],/m/02mk9
3147,339942,"['Light_engine_(high_frequency)', 'Sewing_machine']","/t/dd00065,/m/0llzx"
3148,366577,"['Engine', 'Mechanisms', 'Hiss']","/m/02mk9,/t/dd00077,/m/07rjwbb"
3149,180226,"['Wood', 'Cupboard_open_or_close']","/m/083vt,/m/0642b4"
3150,219668,"['Wood', 'Knock']","/m/083vt,/m/07r4wb8"
3151,119833,"['Wood', 'Knock']","/m/083vt,/m/07r4wb8"
3152,207395,"['Chopping_(food)', 'Chop']","/m/07pn_8q,/m/07pczhz"
3153,328740,"['Wood', 'Gears']","/m/083vt,/m/0l7xg"
3154,369710,"['Wood', 'Knock']","/m/083vt,/m/07r4wb8"
3155,413742,"['Wood', 'Knock']","/m/083vt,/m/07r4wb8"
3156,329785,"['Wood', 'Drawer_open_or_close']","/m/083vt,/m/0fqfqc"
3157,328763,"['Wood', 'Filing_(rasp)']","/m/083vt,/m/02p01q"
3158,66113,"['Wood', 'Cutlery_and_silverware', 'Chopping_(food)']","/m/083vt,/m/023pjk,/m/07pn_8q"
3159,406595,"['Wood', 'Slam']","/m/083vt,/m/07rjzl8"
3160,96838,"['Wood', 'Knock', 'Filing_(rasp)']","/m/083vt,/m/07r4wb8,/m/02p01q"
3161,108617,"['Wood', 'Thump_and_thud']","/m/083vt,/m/07qnq_y"
3162,243786,"['Wood', 'Knock']","/m/083vt,/m/07r4wb8"
3163,406093,"['Snap', 'Crack']","/m/07pc8l3,/m/07qs1cx"
3164,325716,"['Wood', 'Tap', 'Keys_jangling']","/m/083vt,/m/07qcpgn,/m/03v3yw"
3165,235605,"['Wood', 'Chink_and_clink']","/m/083vt,/m/07q7njn"
3166,403543,"['Wood', 'Drawer_open_or_close']","/m/083vt,/m/0fqfqc"
3167,257650,['Splinter'],/m/07pl1bw
3168,39539,"['Wood', 'Filing_(rasp)']","/m/083vt,/m/02p01q"
3169,257652,"['Cricket', 'Splinter']","/m/09xqv,/m/07pl1bw"
3170,352382,"['Wood', 'Slam']","/m/083vt,/m/07rjzl8"
3171,408703,"['Wood', 'Drill']","/m/083vt,/m/01d380"
3172,260224,"['Wood', 'Knock']","/m/083vt,/m/07r4wb8"
3173,431745,"['Wood', 'Knock']","/m/083vt,/m/07r4wb8"
3174,204948,"['Wood', 'Sanding']","/m/083vt,/m/023vsd"
3175,23700,"['Chop', 'Splinter']","/m/07pczhz,/m/07pl1bw"
3176,361116,"['Wood', 'Knock']","/m/083vt,/m/07r4wb8"
3177,329911,"['Wood', 'Knock']","/m/083vt,/m/07r4wb8"
3178,83640,"['Wood', 'Knock', 'Tap']","/m/083vt,/m/07r4wb8,/m/07qcpgn"
3179,366775,['Splinter'],/m/07pl1bw
3180,78523,"['Wood', 'Ratchet_and_pawl', 'Percussion']","/m/083vt,/m/02bm9n,/m/0l14md"
3181,403643,"['Snap', 'Splinter']","/m/07pc8l3,/m/07pl1bw"
3182,403645,['Splinter'],/m/07pl1bw
3183,78526,"['Wood', 'Ratchet_and_pawl', 'Percussion']","/m/083vt,/m/02bm9n,/m/0l14md"
3184,403646,['Splinter'],/m/07pl1bw
3185,403644,['Splinter'],/m/07pl1bw
3186,260808,"['Wood', 'Dog', 'Sniff']","/m/083vt,/m/0bt9lr,/m/07ppn3j"
3187,268500,"['Wood', 'Knock']","/m/083vt,/m/07r4wb8"
3188,320733,"['Chop', 'Chink_and_clink']","/m/07pczhz,/m/07q7njn"
3189,320734,"['Wood', 'Sawing']","/m/083vt,/m/01b82r"
3190,422623,"['Splinter', 'Crushing']","/m/07pl1bw,/m/07plct2"
3191,380642,['Wood'],/m/083vt
3192,380643,['Wood'],/m/083vt
3193,165110,"['Wood', 'Drawer_open_or_close']","/m/083vt,/m/0fqfqc"
3194,167167,"['Wood', 'Drawer_open_or_close']","/m/083vt,/m/0fqfqc"
3195,167168,"['Wood', 'Drawer_open_or_close']","/m/083vt,/m/0fqfqc"
3196,327432,"['Wood', 'Knock']","/m/083vt,/m/07r4wb8"
3197,167184,"['Wood', 'Drawer_open_or_close']","/m/083vt,/m/0fqfqc"
3198,167185,"['Wood', 'Drawer_open_or_close']","/m/083vt,/m/0fqfqc"
3199,419089,"['Wood', 'Knock']","/m/083vt,/m/07r4wb8"
3200,34585,"['Wood', 'Walk_and_footsteps', 'Slam']","/m/083vt,/m/07pbtc8,/m/07rjzl8"
3201,330523,"['Wood', 'Thunk']","/m/083vt,/m/07rrh0c"
3202,35617,"['Wood', 'Slam']","/m/083vt,/m/07rjzl8"
3203,347944,"['Wood', 'Knock']","/m/083vt,/m/07r4wb8"
3205,378689,"['Wood', 'Cutlery_and_silverware', 'Tap', 'Chopping_(food)']","/m/083vt,/m/023pjk,/m/07qcpgn,/m/07pn_8q"
3206,407363,"['Walk_and_footsteps', 'Snap', 'Crack']","/m/07pbtc8,/m/07pc8l3,/m/07qs1cx"
3207,172361,"['Wood', 'Walk_and_footsteps']","/m/083vt,/m/07pbtc8"
3208,214359,"['Wood', 'Cutlery_and_silverware', 'Tap', 'Chopping_(food)']","/m/083vt,/m/023pjk,/m/07qcpgn,/m/07pn_8q"
3209,197979,"['Wood', 'Knock']","/m/083vt,/m/07r4wb8"
3210,372573,"['Wood', 'Knock']","/m/083vt,/m/07r4wb8"
3211,66397,"['Wood', 'Knock']","/m/083vt,/m/07r4wb8"
3212,234857,"['Wood', 'Slam']","/m/083vt,/m/07rjzl8"
3213,416117,"['Wood', 'Knock']","/m/083vt,/m/07r4wb8"
3214,338299,"['Wood', 'Knock']","/m/083vt,/m/07r4wb8"
3215,420735,"['Wood', 'Knock']","/m/083vt,/m/07r4wb8"
3216,177045,['Chop'],/m/07pczhz
3217,325532,"['Wood', 'Tap', 'Keys_jangling']","/m/083vt,/m/07qcpgn,/m/03v3yw"
3218,400804,"['Wood', 'Drill']","/m/083vt,/m/01d380"
3219,400805,"['Wood', 'Drill']","/m/083vt,/m/01d380"
3220,351144,"['Wood', 'Knock']","/m/083vt,/m/07r4wb8"
3221,31166,['Chop'],/m/07pczhz
3222,31167,['Chop'],/m/07pczhz
3223,31168,['Chop'],/m/07pczhz
3224,328130,"['Wood', 'Tap', 'Keys_jangling']","/m/083vt,/m/07qcpgn,/m/03v3yw"
3225,366032,"['Wood', 'Cupboard_open_or_close']","/m/083vt,/m/0642b4"
3227,383444,"['Wood', 'Idling', 'Sanding']","/m/083vt,/m/07pb8fc,/m/023vsd"
3228,34261,"['Wood', 'Knock']","/m/083vt,/m/07r4wb8"
3229,34260,"['Wood', 'Knock']","/m/083vt,/m/07r4wb8"
3230,408033,['Splinter'],/m/07pl1bw
3231,168423,['Splinter'],/m/07pl1bw
3232,368621,"['Crack', 'Splinter']","/m/07qs1cx,/m/07pl1bw"
3233,1008,"['Wood', 'Drawer_open_or_close']","/m/083vt,/m/0fqfqc"
3234,1009,"['Wood', 'Drawer_open_or_close']","/m/083vt,/m/0fqfqc"
3235,366576,"['Chirp_and_tweet', 'Chop', 'Splinter']","/m/07pggtn,/m/07pczhz,/m/07pl1bw"
3236,202231,"['Wood', 'Knock', 'Hammer']","/m/083vt,/m/07r4wb8,/m/03l9g"
3237,429066,['Flute'],/m/0l14j_
3238,348174,['Alto_saxophone'],/m/02pprs
3239,145428,['Flute'],/m/0l14j_
3240,113685,['Flute'],/m/0l14j_
3241,145431,['Flute'],/m/0l14j_
3242,145433,['Flute'],/m/0l14j_
3243,113692,['Flute'],/m/0l14j_
3244,131614,['Saxophone'],/m/06ncr
3245,335391,['Wind_instrument_and_woodwind_instrument'],/m/085jw
3246,53815,['Flute'],/m/0l14j_
3247,384068,['Bassoon'],/m/01c3q
3248,384069,['Bassoon'],/m/01c3q
3249,53829,['Flute'],/m/0l14j_
3250,329803,['Flute'],/m/0l14j_
3251,172115,['Clarinet'],/m/01wy6
3252,177244,['Flute'],/m/0l14j_
3253,257629,['Flute'],/m/0l14j_
3254,213096,"['Flute', 'Gong']","/m/0l14j_,/m/0mbct"
3255,59504,['Flute'],/m/0l14j_
3256,81543,['Flute'],/m/0l14j_
3258,328856,['Flute'],/m/0l14j_
3259,328857,['Flute'],/m/0l14j_
3260,328858,['Flute'],/m/0l14j_
3261,60065,"['Flute', 'Breathing']","/m/0l14j_,/m/0lyf6"
3262,120994,['Oboe'],/m/05kms
3263,192678,['Alto_saxophone'],/m/02pprs
3264,410304,"['Soprano_saxophone', 'Piano']","/m/03t22m,/m/05r5c"
3265,255173,['Bassoon'],/m/01c3q
3266,255174,['Bassoon'],/m/01c3q
3267,121029,['Oboe'],/m/05kms
3268,205513,['Flute'],/m/0l14j_
3269,121035,['Oboe'],/m/05kms
3270,121045,['Clarinet'],/m/01wy6
3271,94934,['Flute'],/m/0l14j_
3272,431330,"['Orchestra', 'Wind_instrument_and_woodwind_instrument', 'Drum', 'Pizzicato', 'Brass_instrument', 'Cello', 'Double_bass']","/m/05pd6,/m/085jw,/m/026t6,/m/0d8_n,/m/01kcd,/m/01xqw,/m/02fsn"
3273,121066,['Flute'],/m/0l14j_
3274,330999,['Soprano_saxophone'],/m/03t22m
3275,331000,['Soprano_saxophone'],/m/03t22m
3276,331001,['Soprano_saxophone'],/m/03t22m
3277,331002,['Soprano_saxophone'],/m/03t22m
3278,331003,['Soprano_saxophone'],/m/03t22m
3279,331004,['Soprano_saxophone'],/m/03t22m
3280,331005,['Soprano_saxophone'],/m/03t22m
3281,331006,['Soprano_saxophone'],/m/03t22m
3282,121088,['Flute'],/m/0l14j_
3283,187142,['Alto_saxophone'],/m/02pprs
3284,98060,['Flute'],/m/0l14j_
3285,65300,['Flute'],/m/0l14j_
3286,429847,['Flute'],/m/0l14j_
3287,429848,['Flute'],/m/0l14j_
3288,321816,['Flute'],/m/0l14j_
3289,429850,['Flute'],/m/0l14j_
3290,429861,['Flute'],/m/0l14j_
3292,172859,"['Accordion', 'Clarinet']","/m/0mkg,/m/01wy6"
3293,172860,"['Accordion', 'Clarinet']","/m/0mkg,/m/01wy6"
3294,172861,"['Accordion', 'Clarinet']","/m/0mkg,/m/01wy6"
3295,268093,"['Trombone', 'Trumpet', 'Flute', 'Snare_drum']","/m/07c6l,/m/07gql,/m/0l14j_,/m/06rvn"
3296,172863,"['Accordion', 'Clarinet']","/m/0mkg,/m/01wy6"
3297,65860,['Wind_instrument_and_woodwind_instrument'],/m/085jw
3298,44360,['Clarinet'],/m/01wy6
3299,237903,['Saxophone'],/m/06ncr
3300,320849,['Wind_instrument_and_woodwind_instrument'],/m/085jw
3301,237910,['Saxophone'],/m/06ncr
3302,237911,['Saxophone'],/m/06ncr
3303,222552,"['Flute', 'Acoustic_guitar']","/m/0l14j_,/m/042v_gx"
3304,61798,"['Wind_instrument_and_woodwind_instrument', 'Breathing']","/m/085jw,/m/0lyf6"
3305,360848,"['Flute', 'Breathing']","/m/0l14j_,/m/0lyf6"
3306,256913,"['Flute', 'Breathing']","/m/0l14j_,/m/0lyf6"
3307,82323,"['Bassoon', 'Oboe', 'French_horn', 'Clarinet']","/m/01c3q,/m/05kms,/m/0319l,/m/01wy6"
3308,204179,['Oboe'],/m/05kms
3309,204182,['Alto_saxophone'],/m/02pprs
3310,423321,"['Bassoon', 'Marimba_and_xylophone']","/m/01c3q,/m/0dwsp"
3312,360354,"['Flute', 'Bassoon']","/m/0l14j_,/m/01c3q"
3313,221609,['Flute'],/m/0l14j_
3314,221610,['Flute'],/m/0l14j_
3315,221611,['Flute'],/m/0l14j_
3316,88492,['Flute'],/m/0l14j_
3317,221612,['Flute'],/m/0l14j_
3318,390588,['Flute'],/m/0l14j_
3319,256985,['Bassoon'],/m/01c3q
3320,256986,['Bassoon'],/m/01c3q
3321,267227,"['Wind_instrument_and_woodwind_instrument', 'Drum']","/m/085jw,/m/026t6"
3322,179693,"['Flute', 'Breathing']","/m/0l14j_,/m/0lyf6"
3323,179694,"['Flute', 'Breathing']","/m/0l14j_,/m/0lyf6"
3324,179696,"['Flute', 'Breathing']","/m/0l14j_,/m/0lyf6"
3325,59890,['Flute'],/m/0l14j_
3326,59893,['Flute'],/m/0l14j_
3327,59891,['Flute'],/m/0l14j_
3328,326916,['Burping_and_eructation'],/m/03q5_w
3329,182871,['Burping_and_eructation'],/m/03q5_w
